question,answer_llm,answer_orig,document
"Do I have to use uv in the course, or can I still stick with pip and virtualenv?","No, you don’t have to use `uv`. You can still use `pip` and `virtualenv` if you prefer.

The course uses `uv` because it’s faster and makes setup simpler, but it’s not required.","The course uses uv because it's fast and convenient. It's an all-in-one tool that replaces pip, virtualenv, pip-tools, pipx, poetry, pyenv, and twine — instead of juggling several tools, you manage Python versions, virtual environments, and dependencies through one fast command with reproducible lockfiles.

You're not required to use it — pip and virtualenv still work fine — but uv makes the setup simpler and faster, which is why the lessons use it.

Official docs: https://docs.astral.sh/uv/",f81dea8f7e
"Does uv replace tools like poetry, pip-tools, pipx, and twine too?","Yes. According to the course context, `uv` is presented as an all-in-one tool that replaces `pip`, `virtualenv`, `pip-tools`, `pipx`, `poetry`, `pyenv`, and `twine`.","The course uses uv because it's fast and convenient. It's an all-in-one tool that replaces pip, virtualenv, pip-tools, pipx, poetry, pyenv, and twine — instead of juggling several tools, you manage Python versions, virtual environments, and dependencies through one fast command with reproducible lockfiles.

You're not required to use it — pip and virtualenv still work fine — but uv makes the setup simpler and faster, which is why the lessons use it.

Official docs: https://docs.astral.sh/uv/",f81dea8f7e
What is the main reason the lessons are based on uv instead of the usual Python setup tools?,"The main reason is that **uv makes the setup simpler and faster**. It’s an all-in-one tool that replaces several traditional Python tools, so the lessons can manage Python versions, virtual environments, and dependencies through one convenient command with reproducible lockfiles.","The course uses uv because it's fast and convenient. It's an all-in-one tool that replaces pip, virtualenv, pip-tools, pipx, poetry, pyenv, and twine — instead of juggling several tools, you manage Python versions, virtual environments, and dependencies through one fast command with reproducible lockfiles.

You're not required to use it — pip and virtualenv still work fine — but uv makes the setup simpler and faster, which is why the lessons use it.

Official docs: https://docs.astral.sh/uv/",f81dea8f7e
Why does my Jupyter notebook say OPENAI_API_KEY is missing even though I put it in .env?,"Make sure you loaded the `.env` file in your notebook.

The course says to use `python-dotenv`:

```bash
pip install python-dotenv
```

Then in the notebook, before creating the OpenAI client:

```python
from dotenv import load_dotenv

load_dotenv()
```

Also double-check that the variable name in your `.env` file is exactly:

```env
OPENAI_API_KEY=sk-...
```

If it still fails, I don't know.","Make sure you installed and used `python-dotenv`.

```bash
pip install python-dotenv
```

Then load the `.env` file in the notebook before creating the OpenAI client:

```python
from dotenv import load_dotenv

load_dotenv()
```

Also check that the variable name in `.env` is exactly `OPENAI_API_KEY`.",86d99bbf21
Do I need python-dotenv before loading environment variables in the notebook?,"Yes — in the notebook, you should install `python-dotenv` and then call `load_dotenv()` before you try to use `OPENAI_API_KEY`.

Example:

```python
from dotenv import load_dotenv

load_dotenv()
```

If it’s not installed, use:

```bash
pip install python-dotenv
```

Also make sure your `.env` file contains the variable exactly as:

```bash
OPENAI_API_KEY=...
```

","Make sure you installed and used `python-dotenv`.

```bash
pip install python-dotenv
```

Then load the `.env` file in the notebook before creating the OpenAI client:

```python
from dotenv import load_dotenv

load_dotenv()
```

Also check that the variable name in `.env` is exactly `OPENAI_API_KEY`.",86d99bbf21
What should I run in the notebook to make the .env file available before creating the OpenAI client?,"Run:

```python
from dotenv import load_dotenv
load_dotenv()
```

This loads the `.env` file before you create the OpenAI client.","Make sure you installed and used `python-dotenv`.

```bash
pip install python-dotenv
```

Then load the `.env` file in the notebook before creating the OpenAI client:

```python
from dotenv import load_dotenv

load_dotenv()
```

Also check that the variable name in `.env` is exactly `OPENAI_API_KEY`.",86d99bbf21
Could the issue be that my variable name is wrong in the .env file instead of a notebook problem?,"Yes — it could be the variable name in your `.env` file.

Make sure it is spelled exactly:

```ini
OPENAI_API_KEY=your_key_here
```

Also confirm that you’re loading the `.env` in the notebook with `python-dotenv`:

```python
from dotenv import load_dotenv
load_dotenv()
```

If the name is wrong, the notebook won’t find it.","Make sure you installed and used `python-dotenv`.

```bash
pip install python-dotenv
```

Then load the `.env` file in the notebook before creating the OpenAI client:

```python
from dotenv import load_dotenv

load_dotenv()
```

Also check that the variable name in `.env` is exactly `OPENAI_API_KEY`.",86d99bbf21
How do I fix it when OpenAI API key is not picked up inside Jupyter?,I don't know.,"Make sure you installed and used `python-dotenv`.

```bash
pip install python-dotenv
```

Then load the `.env` file in the notebook before creating the OpenAI client:

```python
from dotenv import load_dotenv

load_dotenv()
```

Also check that the variable name in `.env` is exactly `OPENAI_API_KEY`.",86d99bbf21
How do I keep my API keys in a .env file and read them in Python without hardcoding them?,"Store the keys in a `.env` file, add `.env` to `.gitignore`, and load it in Python with `python-dotenv`.

Example:

**.env**
```bash
OPENAI_API_KEY=sk-...
GROQ_API_KEY=gsk_...
GEMINI_API_KEY=...
```

**Install**
```bash
pip install python-dotenv
```

**Python**
```python
import os
from dotenv import load_dotenv

load_dotenv()

openai_api_key = os.getenv(""OPENAI_API_KEY"")
groq_api_key = os.getenv(""GROQ_API_KEY"")
```

Also make sure your repo ignores the file:

```gitignore
.env
```

If you want, I can also show you how to use a `.env.example` file for sharing the project safely.","Store API keys in a `.env` file and load them with `python-dotenv`, as recommended in the course.

Add `.env` to `.gitignore` so keys are never committed:

```gitignore
.env
```

Create a `.env` file:

```bash
OPENAI_API_KEY=sk-...
GROQ_API_KEY=gsk_...
GEMINI_API_KEY=...
```

Install `python-dotenv` if needed:

```bash
pip install python-dotenv
```

Load the keys in Python:

```python
import os
from dotenv import load_dotenv

load_dotenv()

openai_api_key = os.getenv(""OPENAI_API_KEY"")
groq_api_key = os.getenv(""GROQ_API_KEY"")
```",233dabe430
What’s the easiest way to load OPENAI_API_KEY or GROQ_API_KEY from env vars in a notebook or script?,"The easiest way is to use a `.env` file with `python-dotenv`:

```bash
pip install python-dotenv
```

Then in your notebook or script:

```python
import os
from dotenv import load_dotenv

load_dotenv()

openai_api_key = os.getenv(""OPENAI_API_KEY"")
groq_api_key = os.getenv(""GROQ_API_KEY"")
```

Make sure your `.env` contains the exact variable names, like:

```bash
OPENAI_API_KEY=sk-...
GROQ_API_KEY=gsk_...
```

And keep `.env` in `.gitignore`.","Store API keys in a `.env` file and load them with `python-dotenv`, as recommended in the course.

Add `.env` to `.gitignore` so keys are never committed:

```gitignore
.env
```

Create a `.env` file:

```bash
OPENAI_API_KEY=sk-...
GROQ_API_KEY=gsk_...
GEMINI_API_KEY=...
```

Install `python-dotenv` if needed:

```bash
pip install python-dotenv
```

Load the keys in Python:

```python
import os
from dotenv import load_dotenv

load_dotenv()

openai_api_key = os.getenv(""OPENAI_API_KEY"")
groq_api_key = os.getenv(""GROQ_API_KEY"")
```",233dabe430
Do I need to add .env to .gitignore before using python-dotenv for secret keys?,"Yes. Add `.env` to `.gitignore` before using `python-dotenv` so your secret keys are never committed to GitHub.

```gitignore
.env
```

A good practice is also to keep a `.env.example` with the variable names only, and let each person create their own `.env` locally.","Store API keys in a `.env` file and load them with `python-dotenv`, as recommended in the course.

Add `.env` to `.gitignore` so keys are never committed:

```gitignore
.env
```

Create a `.env` file:

```bash
OPENAI_API_KEY=sk-...
GROQ_API_KEY=gsk_...
GEMINI_API_KEY=...
```

Install `python-dotenv` if needed:

```bash
pip install python-dotenv
```

Load the keys in Python:

```python
import os
from dotenv import load_dotenv

load_dotenv()

openai_api_key = os.getenv(""OPENAI_API_KEY"")
groq_api_key = os.getenv(""GROQ_API_KEY"")
```",233dabe430
How can I install and use python-dotenv to fetch keys like GEMINI_API_KEY from a .env file?,"You can use `python-dotenv` like this:

1. Install it:
```bash
pip install python-dotenv
```

If `dotenv` is “not recognized,” install the package with:
```bash
uv add python-dotenv
```

2. Put your keys in a `.env` file in your project root:
```env
GEMINI_API_KEY=your_key_here
```

3. Add `.env` to `.gitignore` so it won’t be committed:
```gitignore
.env
```

4. Load and read the key in Python:
```python
import os
from dotenv import load_dotenv

load_dotenv()

gemini_api_key = os.getenv(""GEMINI_API_KEY"")
```

For notebooks, make sure you call `load_dotenv()` before using the key.","Store API keys in a `.env` file and load them with `python-dotenv`, as recommended in the course.

Add `.env` to `.gitignore` so keys are never committed:

```gitignore
.env
```

Create a `.env` file:

```bash
OPENAI_API_KEY=sk-...
GROQ_API_KEY=gsk_...
GEMINI_API_KEY=...
```

Install `python-dotenv` if needed:

```bash
pip install python-dotenv
```

Load the keys in Python:

```python
import os
from dotenv import load_dotenv

load_dotenv()

openai_api_key = os.getenv(""OPENAI_API_KEY"")
groq_api_key = os.getenv(""GROQ_API_KEY"")
```",233dabe430
What is the recommended way in the course to store API credentials locally and load them with os.getenv()?,"Store your API keys in a `.env` file, add `.env` to `.gitignore`, and load them with `python-dotenv` before calling `os.getenv()`.

Example:

```python
from dotenv import load_dotenv
import os

load_dotenv()

api_key = os.getenv(""OPENAI_API_KEY"")
```

","Store API keys in a `.env` file and load them with `python-dotenv`, as recommended in the course.

Add `.env` to `.gitignore` so keys are never committed:

```gitignore
.env
```

Create a `.env` file:

```bash
OPENAI_API_KEY=sk-...
GROQ_API_KEY=gsk_...
GEMINI_API_KEY=...
```

Install `python-dotenv` if needed:

```bash
pip install python-dotenv
```

Load the keys in Python:

```python
import os
from dotenv import load_dotenv

load_dotenv()

openai_api_key = os.getenv(""OPENAI_API_KEY"")
groq_api_key = os.getenv(""GROQ_API_KEY"")
```",233dabe430
"Can I pick a different LLM provider than the one used in the homework, or do I have to stick to the recommended model?","Yes — you can use a different LLM provider. The recommended model is not mandatory.

You can use OpenAI, Gemini, Groq, OpenRouter, Azure OpenAI, local models, or another provider. If needed, you may have to adapt the code for different response formats, tool schemas, or tokenizers.","Yes. The recommended model is not mandatory. You can use OpenAI, Gemini, Groq, OpenRouter, Azure OpenAI, local models, or another provider.

The homework is designed so you do not need a paid service. You may need to adapt the code for your provider, because response formats, tool schemas, and tokenizers differ.

For provider ideas, see the course list of [OpenAI API alternatives](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/awesome-llms.md).",ee43413718
"Is OpenAI the only option for the RAG assignment, or can I use Gemini, Groq, OpenRouter, Azure OpenAI, or even a local model?","No — OpenAI is not the only option.

For the RAG assignment, you can use:

- Gemini
- Groq
- OpenRouter
- Azure OpenAI
- local models
- or another LLM provider

The homework is not tied to OpenAI, but you may need to adjust the code because different providers can use different response formats, tool schemas, and tokenizers.

If you want, I can also help you pick the easiest option for the assignment.","Yes. The recommended model is not mandatory. You can use OpenAI, Gemini, Groq, OpenRouter, Azure OpenAI, local models, or another provider.

The homework is designed so you do not need a paid service. You may need to adapt the code for your provider, because response formats, tool schemas, and tokenizers differ.

For provider ideas, see the course list of [OpenAI API alternatives](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/awesome-llms.md).",ee43413718
"If I use another API or model for the homework, will I need to change the code because of different response formats or tokenizers?","Yes. If you use a different API or model, you may need to adapt the code because response formats, tool schemas, and tokenizers can differ.

For Module 1 homework, you should get token counts from the model’s response object when available, and if the provider exposes a different usage field, adjust your code accordingly. If no usage is exposed, use the provider’s native tokenizer as an approximation.

Also, if the provider is OpenAI-compatible, you usually only need to change the `base_url`, API key, and model name.","Yes. The recommended model is not mandatory. You can use OpenAI, Gemini, Groq, OpenRouter, Azure OpenAI, local models, or another provider.

The homework is designed so you do not need a paid service. You may need to adapt the code for your provider, because response formats, tool schemas, and tokenizers differ.

For provider ideas, see the course list of [OpenAI API alternatives](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/awesome-llms.md).",ee43413718
"Do I need to pay for a model service to complete the homework, or is there a way to do it without a paid account?","No, you do **not** need to pay for a model service to complete the homework. The course homework is designed so you can use **free or low-cost alternatives**, including local models or other providers.

You can use:
- OpenAI alternatives like **Groq, OpenRouter, Gemini, Azure OpenAI, DeepSeek, Mistral**
- **Local models** via **Ollama, vLLM, LM Studio**
- Other OpenAI-compatible providers

You may need to adjust the code a bit for your chosen provider, but a paid account is **not required**.","Yes. The recommended model is not mandatory. You can use OpenAI, Gemini, Groq, OpenRouter, Azure OpenAI, local models, or another provider.

The homework is designed so you do not need a paid service. You may need to adapt the code for your provider, because response formats, tool schemas, and tokenizers differ.

For provider ideas, see the course list of [OpenAI API alternatives](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/awesome-llms.md).",ee43413718
Where can I find a list of OpenAI API alternatives suggested for the course?,"You can find it in the course GitHub repo, in **Awesome LLMs**:

https://github.com/DataTalksClub/llm-zoomcamp/blob/main/awesome-llms.md#openai-api-alternatives","Yes. The recommended model is not mandatory. You can use OpenAI, Gemini, Groq, OpenRouter, Azure OpenAI, local models, or another provider.

The homework is designed so you do not need a paid service. You may need to adapt the code for your provider, because response formats, tool schemas, and tokenizers differ.

For provider ideas, see the course list of [OpenAI API alternatives](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/awesome-llms.md).",ee43413718
How can I use Google Gemini in the Module 1 notebook if I only have an OpenAI-style client?,"Use the OpenAI client with Google’s OpenAI-compatible Gemini endpoint.

```python
import os
from dotenv import load_dotenv
from openai import OpenAI

load_dotenv()

client = OpenAI(
    api_key=os.getenv(""GEMINI_API_KEY""),
    base_url=""https://generativelanguage.googleapis.com/v1beta/openai/""
)

def llm(instructions, user_prompt, model=""gemini-3.1-flash-lite""):
    messages = [
        {""role"": ""developer"", ""content"": instructions},
        {""role"": ""user"", ""content"": user_prompt}
    ]

    response = client.chat.completions.create(
        model=model,
        messages=messages
    )

    return response.choices[0].message.content
```

So the changes you need are:
- put your Gemini key in `.env` as `GEMINI_API_KEY`
- set `base_url` to Google’s OpenAI-compatible URL
- use a Gemini model name like `gemini-3.1-flash-lite`

Note that this uses `chat.completions` style, not the newer Responses API, so you may need to adapt notebook code where it reads outputs or handles tools/function calls.","To get started you need three things:

1. A Gemini API key saved in your `.env` file, for example as `GEMINI_API_KEY`.
2. An OpenAI client pointed at Google’s OpenAI-compatible base URL.
3. Your selected Google Gemini model name in your request.

Example code (loads the API key from `.env`, creates the Gemini client, and defines the `llm` helper):

```python
import os
from dotenv import load_dotenv
from openai import OpenAI

load_dotenv()

client = OpenAI(
    api_key=os.getenv(""GEMINI_API_KEY""),
    base_url=""https://generativelanguage.googleapis.com/v1beta/openai/""
)

def llm(instructions, user_prompt, model=""gemini-3.1-flash-lite""):
    message_history = [
        {""role"": ""developer"", ""content"": instructions},
        {""role"": ""user"", ""content"": user_prompt}
    ]

    response = client.chat.completions.create(
        model=model,
        messages=message_history
    )

    return response.choices[0].message.content
```

This uses the older chat completions style via the OpenAI-compatible endpoint, whereas many course examples use the newer Responses format. That means you will need to change the notebook code in a few places, especially where it reads the model response and where it handles tools or function calls.",0ae5c221b9
What do I need to put in my .env file to call Gemini through the OpenAI-compatible endpoint?,"Put your Gemini API key in `.env`, for example:

```env
GEMINI_API_KEY=your_api_key_here
```

Then load it in Python with `python-dotenv` and use it as the `api_key` for the OpenAI client pointed at:

```python
base_url=""https://generativelanguage.googleapis.com/v1beta/openai/""
```

So the key part in `.env` is just `GEMINI_API_KEY=...`.","To get started you need three things:

1. A Gemini API key saved in your `.env` file, for example as `GEMINI_API_KEY`.
2. An OpenAI client pointed at Google’s OpenAI-compatible base URL.
3. Your selected Google Gemini model name in your request.

Example code (loads the API key from `.env`, creates the Gemini client, and defines the `llm` helper):

```python
import os
from dotenv import load_dotenv
from openai import OpenAI

load_dotenv()

client = OpenAI(
    api_key=os.getenv(""GEMINI_API_KEY""),
    base_url=""https://generativelanguage.googleapis.com/v1beta/openai/""
)

def llm(instructions, user_prompt, model=""gemini-3.1-flash-lite""):
    message_history = [
        {""role"": ""developer"", ""content"": instructions},
        {""role"": ""user"", ""content"": user_prompt}
    ]

    response = client.chat.completions.create(
        model=model,
        messages=message_history
    )

    return response.choices[0].message.content
```

This uses the older chat completions style via the OpenAI-compatible endpoint, whereas many course examples use the newer Responses format. That means you will need to change the notebook code in a few places, especially where it reads the model response and where it handles tools or function calls.",0ae5c221b9
How do I set up the client and model name for Gemini when the course notebook expects OpenAI chat completions?,"Use the OpenAI SDK with Google’s OpenAI-compatible base URL, your Gemini API key, and the Gemini model name.

```python
import os
from dotenv import load_dotenv
from openai import OpenAI

load_dotenv()

client = OpenAI(
    api_key=os.getenv(""GEMINI_API_KEY""),
    base_url=""https://generativelanguage.googleapis.com/v1beta/openai/""
)

response = client.chat.completions.create(
    model=""gemini-3.1-flash-lite"",
    messages=[
        {""role"": ""developer"", ""content"": ""You are a helpful assistant.""},
        {""role"": ""user"", ""content"": ""Hello!""}
    ]
)

print(response.choices[0].message.content)
```

So the key parts are:
- `api_key=os.getenv(""GEMINI_API_KEY"")`
- `base_url=""https://generativelanguage.googleapis.com/v1beta/openai/""`
- `model=""gemini-3.1-flash-lite""` or another Gemini model available to your account

If the notebook expects OpenAI chat completions, keep using `client.chat.completions.create(...)` and read `response.choices[0].message.content`.","To get started you need three things:

1. A Gemini API key saved in your `.env` file, for example as `GEMINI_API_KEY`.
2. An OpenAI client pointed at Google’s OpenAI-compatible base URL.
3. Your selected Google Gemini model name in your request.

Example code (loads the API key from `.env`, creates the Gemini client, and defines the `llm` helper):

```python
import os
from dotenv import load_dotenv
from openai import OpenAI

load_dotenv()

client = OpenAI(
    api_key=os.getenv(""GEMINI_API_KEY""),
    base_url=""https://generativelanguage.googleapis.com/v1beta/openai/""
)

def llm(instructions, user_prompt, model=""gemini-3.1-flash-lite""):
    message_history = [
        {""role"": ""developer"", ""content"": instructions},
        {""role"": ""user"", ""content"": user_prompt}
    ]

    response = client.chat.completions.create(
        model=model,
        messages=message_history
    )

    return response.choices[0].message.content
```

This uses the older chat completions style via the OpenAI-compatible endpoint, whereas many course examples use the newer Responses format. That means you will need to change the notebook code in a few places, especially where it reads the model response and where it handles tools or function calls.",0ae5c221b9
Why does the Module 1 code need changes when switching from the newer Responses API to Gemini’s chat completions?,"Because the newer **Responses API** and **Gemini’s chat completions endpoint** are different interfaces.

In Module 1, the notebook code was written for the Responses API, so it may use things like:

- `client.responses.create(...)`
- `response.output`
- `responses.parse(...)`

But when you switch to Gemini through the OpenAI-compatible endpoint, you need to use the **chat-completions flow** instead:

- `client.chat.completions.create(...)`
- `response.choices[0].message.content`
- or `client.chat.completions.parse(...)` for structured output

So the code needs changes because the response shape and parsing method are different, especially for:

- how you read the model output
- how you handle tools/function calls
- how you get structured/Pydantic output

In short: **the Responses API is OpenAI-specific, while Gemini works better through the older chat-completions-compatible interface.**","To get started you need three things:

1. A Gemini API key saved in your `.env` file, for example as `GEMINI_API_KEY`.
2. An OpenAI client pointed at Google’s OpenAI-compatible base URL.
3. Your selected Google Gemini model name in your request.

Example code (loads the API key from `.env`, creates the Gemini client, and defines the `llm` helper):

```python
import os
from dotenv import load_dotenv
from openai import OpenAI

load_dotenv()

client = OpenAI(
    api_key=os.getenv(""GEMINI_API_KEY""),
    base_url=""https://generativelanguage.googleapis.com/v1beta/openai/""
)

def llm(instructions, user_prompt, model=""gemini-3.1-flash-lite""):
    message_history = [
        {""role"": ""developer"", ""content"": instructions},
        {""role"": ""user"", ""content"": user_prompt}
    ]

    response = client.chat.completions.create(
        model=model,
        messages=message_history
    )

    return response.choices[0].message.content
```

This uses the older chat completions style via the OpenAI-compatible endpoint, whereas many course examples use the newer Responses format. That means you will need to change the notebook code in a few places, especially where it reads the model response and where it handles tools or function calls.",0ae5c221b9
Can you show a simple helper function for sending instructions and a user prompt to a Gemini model from the notebook?,"Yes — here’s the simple helper function from the notebook context:

```python
import os
from dotenv import load_dotenv
from openai import OpenAI

load_dotenv()

client = OpenAI(
    api_key=os.getenv(""GEMINI_API_KEY""),
    base_url=""https://generativelanguage.googleapis.com/v1beta/openai/""
)

def llm(instructions, user_prompt, model=""gemini-3.1-flash-lite""):
    message_history = [
        {""role"": ""developer"", ""content"": instructions},
        {""role"": ""user"", ""content"": user_prompt}
    ]

    response = client.chat.completions.create(
        model=model,
        messages=message_history
    )

    return response.choices[0].message.content
```

This sends both the instructions and the user prompt to a Gemini model through the OpenAI-compatible endpoint.","To get started you need three things:

1. A Gemini API key saved in your `.env` file, for example as `GEMINI_API_KEY`.
2. An OpenAI client pointed at Google’s OpenAI-compatible base URL.
3. Your selected Google Gemini model name in your request.

Example code (loads the API key from `.env`, creates the Gemini client, and defines the `llm` helper):

```python
import os
from dotenv import load_dotenv
from openai import OpenAI

load_dotenv()

client = OpenAI(
    api_key=os.getenv(""GEMINI_API_KEY""),
    base_url=""https://generativelanguage.googleapis.com/v1beta/openai/""
)

def llm(instructions, user_prompt, model=""gemini-3.1-flash-lite""):
    message_history = [
        {""role"": ""developer"", ""content"": instructions},
        {""role"": ""user"", ""content"": user_prompt}
    ]

    response = client.chat.completions.create(
        model=model,
        messages=message_history
    )

    return response.choices[0].message.content
```

This uses the older chat completions style via the OpenAI-compatible endpoint, whereas many course examples use the newer Responses format. That means you will need to change the notebook code in a few places, especially where it reads the model response and where it handles tools or function calls.",0ae5c221b9
How do I get Pydantic-typed output from Gemini if `responses.parse` doesn't work with the OpenAI-compatible API?,"Use the OpenAI SDK’s **chat-completions parsing flow** instead of `responses.parse`.

Define a Pydantic model for the output, then call:

```python
client.chat.completions.parse(
    model=""gemini-3.1-flash-lite"",
    messages=messages,
    response_format=YourModel
)
```

Example:

```python
from pydantic import BaseModel
from openai import OpenAI
import os
from dotenv import load_dotenv

load_dotenv()

class Question(BaseModel):
    question: str
    answer: str

class Questions(BaseModel):
    questions: list[Question]

client = OpenAI(
    api_key=os.getenv(""GEMINI_API_KEY""),
    base_url=""https://generativelanguage.googleapis.com/v1beta/openai/""
)

messages = [
    {""role"": ""developer"", ""content"": ""Generate three FAQ questions about RAG.""},
    {""role"": ""user"", ""content"": ""Topic: structured output with Gemini""}
]

response = client.chat.completions.parse(
    model=""gemini-3.1-flash-lite"",
    messages=messages,
    response_format=Questions
)

result = response.choices[0].message.parsed
print(result.questions)
```

This gives you the parsed Pydantic object directly, without manual JSON parsing.

","To get parsed structured output, use the OpenAI SDK's chat-completions parsing flow instead of the newer Responses API. This is the right choice when you want to stay on the OpenAI SDK but call a chat-completions-compatible model like Gemini through the OpenAI-compatible endpoint.

First, define the structure you want Gemini to return as a Pydantic model:

```python
from pydantic import BaseModel

class Question(BaseModel):
    question: str
    answer: str

class Questions(BaseModel):
    questions: list[Question]
```

Then call `chat.completions.parse` with `response_format=Questions`. Pass the same kind of `messages` you would to any chat completion:

```python
import os
from dotenv import load_dotenv
from openai import OpenAI

load_dotenv()

client = OpenAI(
    api_key=os.getenv(""GEMINI_API_KEY""),
    base_url=""https://generativelanguage.googleapis.com/v1beta/openai/""
)

messages = [
    {""role"": ""developer"", ""content"": ""Generate three FAQ questions about RAG.""},
    {""role"": ""user"", ""content"": ""Topic: structured output with Gemini""}
]

response = client.chat.completions.parse(
    model=""gemini-3.1-flash-lite"",
    messages=messages,
    response_format=Questions
)

result = response.choices[0].message.parsed
print(result.questions)
```

Notes:
- This approach keeps using the OpenAI SDK while leveraging Gemini through Google's endpoint.
- The parsed output (e.g., `result.questions`) is a Pydantic object available directly, with no manual JSON parsing.
- `chat.completions.parse` requires `pydantic` (`uv add pydantic`).",341f71f28c
Can I still use the OpenAI SDK with Gemini and get parsed objects from chat completions instead of the Responses API?,"Yes — you can still use the OpenAI SDK with Gemini and get parsed Pydantic objects from **chat completions**.

Use `client.chat.completions.parse(...)` with `response_format=...`, not the Responses API. This works with the OpenAI-compatible Gemini endpoint.

If you want, I can show the exact code pattern again.","To get parsed structured output, use the OpenAI SDK's chat-completions parsing flow instead of the newer Responses API. This is the right choice when you want to stay on the OpenAI SDK but call a chat-completions-compatible model like Gemini through the OpenAI-compatible endpoint.

First, define the structure you want Gemini to return as a Pydantic model:

```python
from pydantic import BaseModel

class Question(BaseModel):
    question: str
    answer: str

class Questions(BaseModel):
    questions: list[Question]
```

Then call `chat.completions.parse` with `response_format=Questions`. Pass the same kind of `messages` you would to any chat completion:

```python
import os
from dotenv import load_dotenv
from openai import OpenAI

load_dotenv()

client = OpenAI(
    api_key=os.getenv(""GEMINI_API_KEY""),
    base_url=""https://generativelanguage.googleapis.com/v1beta/openai/""
)

messages = [
    {""role"": ""developer"", ""content"": ""Generate three FAQ questions about RAG.""},
    {""role"": ""user"", ""content"": ""Topic: structured output with Gemini""}
]

response = client.chat.completions.parse(
    model=""gemini-3.1-flash-lite"",
    messages=messages,
    response_format=Questions
)

result = response.choices[0].message.parsed
print(result.questions)
```

Notes:
- This approach keeps using the OpenAI SDK while leveraging Gemini through Google's endpoint.
- The parsed output (e.g., `result.questions`) is a Pydantic object available directly, with no manual JSON parsing.
- `chat.completions.parse` requires `pydantic` (`uv add pydantic`).",341f71f28c
What’s the right way to define a schema like `Questions` and have Gemini return it through `chat.completions.parse`?,"Define the schema as nested Pydantic models, then pass the top-level model to `chat.completions.parse` as `response_format`.

```python
from pydantic import BaseModel

class Question(BaseModel):
    question: str
    answer: str

class Questions(BaseModel):
    questions: list[Question]
```

Then call Gemini through the OpenAI-compatible endpoint like this:

```python
response = client.chat.completions.parse(
    model=""gemini-3.1-flash-lite"",
    messages=messages,
    response_format=Questions
)

result = response.choices[0].message.parsed
```

`result.questions` will be a parsed Pydantic object, so you don’t need manual JSON parsing.

","To get parsed structured output, use the OpenAI SDK's chat-completions parsing flow instead of the newer Responses API. This is the right choice when you want to stay on the OpenAI SDK but call a chat-completions-compatible model like Gemini through the OpenAI-compatible endpoint.

First, define the structure you want Gemini to return as a Pydantic model:

```python
from pydantic import BaseModel

class Question(BaseModel):
    question: str
    answer: str

class Questions(BaseModel):
    questions: list[Question]
```

Then call `chat.completions.parse` with `response_format=Questions`. Pass the same kind of `messages` you would to any chat completion:

```python
import os
from dotenv import load_dotenv
from openai import OpenAI

load_dotenv()

client = OpenAI(
    api_key=os.getenv(""GEMINI_API_KEY""),
    base_url=""https://generativelanguage.googleapis.com/v1beta/openai/""
)

messages = [
    {""role"": ""developer"", ""content"": ""Generate three FAQ questions about RAG.""},
    {""role"": ""user"", ""content"": ""Topic: structured output with Gemini""}
]

response = client.chat.completions.parse(
    model=""gemini-3.1-flash-lite"",
    messages=messages,
    response_format=Questions
)

result = response.choices[0].message.parsed
print(result.questions)
```

Notes:
- This approach keeps using the OpenAI SDK while leveraging Gemini through Google's endpoint.
- The parsed output (e.g., `result.questions`) is a Pydantic object available directly, with no manual JSON parsing.
- `chat.completions.parse` requires `pydantic` (`uv add pydantic`).",341f71f28c
